actor1,actor2,weight
"Ansel Elgort","Jon Bernthal",1
"Ansel Elgort","Jon Hamm",1
"Eiza González","Jon Bernthal",1
"Eiza González","Jon Hamm",1
"Jon Bernthal","Jon Hamm",1
"Jeff Bridges","Jennifer Connelly",1
"Jeff Bridges","Josh Brolin",1
"Jeff Bridges","Miles Teller",1
"Jennifer Connelly","Josh Brolin",1
"Jennifer Connelly","Miles Teller",1
"Josh Brolin","Miles Teller",1
"Alan Alda","Amy Ryan",1
"Alan Alda","Mark Rylance",1
"Alan Alda","Tom Hanks",1
"Amy Ryan","Mark Rylance",1
"Amy Ryan","Tom Hanks",1
"Mark Rylance","Tom Hanks",1
"Craig T. Nelson","Huck Milner",1
"Craig T. Nelson","Sarah Vowell",1
"Holly Hunter","Huck Milner",1
"Holly Hunter","Sarah Vowell",1
"Huck Milner","Sarah Vowell",1
"Auli'i Cravalho","Chris Williams",1
"Auli'i Cravalho","Don Hall",1
"Auli'i Cravalho","John Musker",1
"Chris Williams","Don Hall",1
"Chris Williams","John Musker",1
"Don Hall","John Musker",1
"Benicio Del Toro","Emily Blunt",1
"Benicio Del Toro","Jon Bernthal",1
"Benicio Del Toro","Josh Brolin",1
"Emily Blunt","Jon Bernthal",1
"Emily Blunt","Josh Brolin",1
"Jon Bernthal","Josh Brolin",1
"Michael B. Jordan","Phylicia Rashad",1
"Michael B. Jordan","Sylvester Stallone",1
"Michael B. Jordan","Tessa Thompson",1
"Phylicia Rashad","Sylvester Stallone",1
"Phylicia Rashad","Tessa Thompson",1
"Sylvester Stallone","Tessa Thompson",1
"Aleksey Serebryakov","Elena Lyadova",1
"Aleksey Serebryakov","Roman Madyanov",1
"Aleksey Serebryakov","Vladimir Vdovichenkov",1
"Elena Lyadova","Roman Madyanov",1
"Elena Lyadova","Vladimir Vdovichenkov",1
"Roman Madyanov","Vladimir Vdovichenkov",1
"Ben Foster","Chris Pine",1
"Ben Foster","Gil Birmingham",1
"Ben Foster","Jeff Bridges",1
"Chris Pine","Gil Birmingham",1
"Chris Pine","Jeff Bridges",1
"Gil Birmingham","Jeff Bridges",1
"Judi Dench","Mare Winningham",1
"Judi Dench","Sophie Kennedy Clark",1
"Judi Dench","Steve Coogan",1
"Mare Winningham","Sophie Kennedy Clark",1
"Mare Winningham","Steve Coogan",1
"Sophie Kennedy Clark","Steve Coogan",1
"Andy Serkis","Gary Oldman",1
"Andy Serkis","Keri Russell",1
"Andy Serkis","Kodi Smit-McPhee",1
"Gary Oldman","Keri Russell",1
"Gary Oldman","Kodi Smit-McPhee",1
"Keri Russell","Kodi Smit-McPhee",1
"Aura Garrido","Belén Rueda",1
"Aura Garrido","Hugo Silva",1
"Aura Garrido","Jose Coronado",1
"Belén Rueda","Hugo Silva",1
"Belén Rueda","Jose Coronado",1
"Hugo Silva","Jose Coronado",1
"Ananda George","Donny Alamsyah",1
"Ananda George","Iko Uwais",1
"Ananda George","Ray Sahetapy",1
"Donny Alamsyah","Iko Uwais",1
"Donny Alamsyah","Ray Sahetapy",1
"Iko Uwais","Ray Sahetapy",1
"America Ferrera","Anna Kendrick",1
"America Ferrera","Jake Gyllenhaal",1
"America Ferrera","Michael Peña",1
"Anna Kendrick","Jake Gyllenhaal",1
"Anna Kendrick","Michael Peña",1
"Jake Gyllenhaal","Michael Peña",1
"Amy Poehler","Mirai Shida",1
"Amy Poehler","Ryûnosuke Kamiki",1
"Amy Poehler","Tatsuya Fujiwara",1
"Mirai Shida","Ryûnosuke Kamiki",1
"Mirai Shida","Tatsuya Fujiwara",1
"Ryûnosuke Kamiki","Tatsuya Fujiwara",1
"Bradley Cooper","Greg Grunberg",1
"Bradley Cooper","Lady Gaga",1
"Bradley Cooper","Sam Elliott",1
"Greg Grunberg","Lady Gaga",1
"Greg Grunberg","Sam Elliott",1
"Lady Gaga","Sam Elliott",1
"Hailee Steinfeld","Jeff Bridges",1
"Hailee Steinfeld","Joel Coen",1
"Hailee Steinfeld","Matt Damon",1
"Jeff Bridges","Joel Coen",1
"Jeff Bridges","Matt Damon",1
"Joel Coen","Matt Damon",1
"Markus Rygaard","Mikael Persbrandt",1
"Markus Rygaard","Trine Dyrholm",1
"Markus Rygaard","Wil Johnson",1
"Mikael Persbrandt","Trine Dyrholm",1
"Mikael Persbrandt","Wil Johnson",1
"Trine Dyrholm","Wil Johnson",1
"Chris Renaud","Jason Segel",1
"Chris Renaud","Russell Brand",1
"Chris Renaud","Steve Carell",1
"Jason Segel","Russell Brand",1
"Jason Segel","Steve Carell",1
"Russell Brand","Steve Carell",1
"Anna Kendrick","Bryce Dallas Howard",1
"Anna Kendrick","Joseph Gordon-Levitt",1
"Anna Kendrick","Seth Rogen",1
"Bryce Dallas Howard","Joseph Gordon-Levitt",1
"Bryce Dallas Howard","Seth Rogen",1
"Joseph Gordon-Levitt","Seth Rogen",1
"Aaron Taylor-Johnson","Chloë Grace Moretz",1
"Aaron Taylor-Johnson","Garrett M. Brown",1
"Aaron Taylor-Johnson","Nicolas Cage",1
"Chloë Grace Moretz","Garrett M. Brown",1
"Chloë Grace Moretz","Nicolas Cage",1
"Garrett M. Brown","Nicolas Cage",1
"Alberto Ammann","Antonio Resines",1
"Alberto Ammann","Luis Tosar",1
"Alberto Ammann","Manuel Morón",1
"Antonio Resines","Luis Tosar",1
"Antonio Resines","Manuel Morón",1
"Luis Tosar","Manuel Morón",1
"Brad Pitt","Jonah Hill",1
"Brad Pitt","Philip Seymour Hoffman",1
"Brad Pitt","Robin Wright",1
"Jonah Hill","Philip Seymour Hoffman",1
"Jonah Hill","Robin Wright",1
"Philip Seymour Hoffman","Robin Wright",1
"Antonio Banderas","Elena Anaya",1
"Antonio Banderas","Jan Cornet",1
"Antonio Banderas","Marisa Paredes",1
"Elena Anaya","Jan Cornet",1
"Elena Anaya","Marisa Paredes",1
"Jan Cornet","Marisa Paredes",1
"Abigail Breslin","Emma Stone",1
"Abigail Breslin","Jesse Eisenberg",1
"Abigail Breslin","Woody Harrelson",1
"Emma Stone","Jesse Eisenberg",1
"Emma Stone","Woody Harrelson",1
"Jesse Eisenberg","Woody Harrelson",1
"Frederick Lau","Jennifer Ulrich",1
"Frederick Lau","Jürgen Vogel",1
"Frederick Lau","Max Riemelt",1
"Jennifer Ulrich","Jürgen Vogel",1
"Jennifer Ulrich","Max Riemelt",1
"Jürgen Vogel","Max Riemelt",1
"Jude Law","Mark Strong",1
"Jude Law","Rachel McAdams",1
"Jude Law","Robert Downey Jr.",1
"Mark Strong","Rachel McAdams",1
"Mark Strong","Robert Downey Jr.",1
"Rachel McAdams","Robert Downey Jr.",1
"Jae Head","Quinton Aaron",1
"Jae Head","Sandra Bullock",1
"Jae Head","Tim McGraw",1
"Quinton Aaron","Sandra Bullock",1
"Quinton Aaron","Tim McGraw",1
"Sandra Bullock","Tim McGraw",1
"Danai Gurira","Haaz Sleiman",1
"Danai Gurira","Hiam Abbass",1
"Danai Gurira","Richard Jenkins",1
"Haaz Sleiman","Hiam Abbass",1
"Haaz Sleiman","Richard Jenkins",1
"Hiam Abbass","Richard Jenkins",1
"Michael Ealy","Rosario Dawson",1
"Michael Ealy","Will Smith",1
"Michael Ealy","Woody Harrelson",1
"Rosario Dawson","Will Smith",1
"Rosario Dawson","Woody Harrelson",1
"Will Smith","Woody Harrelson",1
"Armin Mueller-Stahl","Josef Altin",1
"Armin Mueller-Stahl","Naomi Watts",1
"Armin Mueller-Stahl","Viggo Mortensen",1
"Josef Altin","Naomi Watts",1
"Josef Altin","Viggo Mortensen",1
"Naomi Watts","Viggo Mortensen",1
"Charlie Cox","Claire Danes",1
"Charlie Cox","Ian McKellen",1
"Charlie Cox","Sienna Miller",1
"Claire Danes","Ian McKellen",1
"Claire Danes","Sienna Miller",1
"Ian McKellen","Sienna Miller",1
"Brendan Gleeson","Evan McGuire",1
"Brendan Gleeson","Mick Lally",1
"Brendan Gleeson","Nora Twomey",1
"Evan McGuire","Mick Lally",1
"Evan McGuire","Nora Twomey",1
"Mick Lally","Nora Twomey",1
"Christopher Plummer","Clive Owen",1
"Christopher Plummer","Denzel Washington",1
"Christopher Plummer","Jodie Foster",1
"Clive Owen","Denzel Washington",1
"Clive Owen","Jodie Foster",1
"Denzel Washington","Jodie Foster",1
"Casey Affleck","Ed Harris",1
"Casey Affleck","Michelle Monaghan",1
"Casey Affleck","Morgan Freeman",1
"Ed Harris","Michelle Monaghan",1
"Ed Harris","Morgan Freeman",1
"Michelle Monaghan","Morgan Freeman",1
"Emmanuelle Seigner","Marion Cotillard",1
"Emmanuelle Seigner","Pascal Greggory",1
"Emmanuelle Seigner","Sylvie Testud",1
"Marion Cotillard","Pascal Greggory",1
"Marion Cotillard","Sylvie Testud",1
"Pascal Greggory","Sylvie Testud",1
"Jet Li","Li Sun",1
"Jet Li","Yong Dong",1
"Jet Li","Yun Qu",1
"Li Sun","Yong Dong",1
"Li Sun","Yun Qu",1
"Yong Dong","Yun Qu",1
"Edward Norton","Jessica Biel",1
"Edward Norton","Paul Giamatti",1
"Edward Norton","Rufus Sewell",1
"Jessica Biel","Paul Giamatti",1
"Jessica Biel","Rufus Sewell",1
"Paul Giamatti","Rufus Sewell",1
"Gary Stretch","Paddy Considine",1
"Gary Stretch","Stuart Wolfenden",1
"Gary Stretch","Toby Kebbell",1
"Paddy Considine","Stuart Wolfenden",1
"Paddy Considine","Toby Kebbell",1
"Stuart Wolfenden","Toby Kebbell",1
"David Wenham","Dominic West",1
"David Wenham","Gerard Butler",1
"David Wenham","Lena Headey",1
"Dominic West","Gerard Butler",1
"Dominic West","Lena Headey",1
"Gerard Butler","Lena Headey",1
"Emily Mortimer","Jonathan Rhys Meyers",1
"Emily Mortimer","Matthew Goode",1
"Emily Mortimer","Scarlett Johansson",1
"Jonathan Rhys Meyers","Matthew Goode",1
"Jonathan Rhys Meyers","Scarlett Johansson",1
"Matthew Goode","Scarlett Johansson",1
"Carla Gugino","Jackie Earle Haley",1
"Carla Gugino","Malin Akerman",1
"Carla Gugino","Patrick Wilson",1
"Jackie Earle Haley","Malin Akerman",1
"Jackie Earle Haley","Patrick Wilson",1
"Malin Akerman","Patrick Wilson",1
"Bridget Moynahan","Ethan Hawke",1
"Bridget Moynahan","Jared Leto",1
"Bridget Moynahan","Nicolas Cage",1
"Ethan Hawke","Jared Leto",1
"Ethan Hawke","Nicolas Cage",1
"Jared Leto","Nicolas Cage",1
"Cary Elwes","Danny Glover",1
"Cary Elwes","Ken Leung",1
"Cary Elwes","Leigh Whannell",1
"Danny Glover","Ken Leung",1
"Danny Glover","Leigh Whannell",1
"Ken Leung","Leigh Whannell",1
"Catherine Keener","Michelle Williams",1
"Catherine Keener","Philip Seymour Hoffman",1
"Catherine Keener","Samantha Morton",1
"Michelle Williams","Philip Seymour Hoffman",1
"Michelle Williams","Samantha Morton",1
"Philip Seymour Hoffman","Samantha Morton",1
"Brady Corbet","Chase Ellison",1
"Brady Corbet","Elisabeth Shue",1
"Brady Corbet","Joseph Gordon-Levitt",1
"Chase Ellison","Elisabeth Shue",1
"Chase Ellison","Joseph Gordon-Levitt",1
"Elisabeth Shue","Joseph Gordon-Levitt",1
"Guillaume Canet","Joséphine Lebas-Joly",1
"Guillaume Canet","Marion Cotillard",1
"Guillaume Canet","Thibault Verhaeghe",1
"Joséphine Lebas-Joly","Marion Cotillard",1
"Joséphine Lebas-Joly","Thibault Verhaeghe",1
"Marion Cotillard","Thibault Verhaeghe",1
"Audrey Tautou","Dominique Pinon",1
"Audrey Tautou","Gaspard Ulliel",1
"Audrey Tautou","Jodie Foster",1
"Dominique Pinon","Gaspard Ulliel",1
"Dominique Pinon","Jodie Foster",1
"Gaspard Ulliel","Jodie Foster",1
"Bobby Cannavale","Patricia Clarkson",1
"Bobby Cannavale","Paul Benjamin",1
"Bobby Cannavale","Peter Dinklage",1
"Patricia Clarkson","Paul Benjamin",1
"Patricia Clarkson","Peter Dinklage",1
"Paul Benjamin","Peter Dinklage",1
"Benicio Del Toro","Danny Huston",1
"Benicio Del Toro","Naomi Watts",1
"Benicio Del Toro","Sean Penn",1
"Danny Huston","Naomi Watts",1
"Danny Huston","Sean Penn",1
"Naomi Watts","Sean Penn",1
"Bae Doona","Ji-Eun Lim",1
"Bae Doona","Kang-ho Song",1
"Bae Doona","Shin Ha-kyun",1
"Ji-Eun Lim","Kang-ho Song",1
"Ji-Eun Lim","Shin Ha-kyun",1
"Kang-ho Song","Shin Ha-kyun",1
"Johnny Depp","Julie Christie",1
"Johnny Depp","Kate Winslet",1
"Johnny Depp","Radha Mitchell",1
"Julie Christie","Radha Mitchell",1
"Kate Winslet","Radha Mitchell",1
"Barry Pepper","Edward Norton",1
"Barry Pepper","Philip Seymour Hoffman",1
"Barry Pepper","Rosario Dawson",1
"Edward Norton","Philip Seymour Hoffman",1
"Edward Norton","Rosario Dawson",1
"Philip Seymour Hoffman","Rosario Dawson",1
"Amy Smart","Ashton Kutcher",1
"Amy Smart","J. Mackye Gruber",1
"Amy Smart","Melora Walters",1
"Ashton Kutcher","J. Mackye Gruber",1
"Ashton Kutcher","Melora Walters",1
"J. Mackye Gruber","Melora Walters",1
"Alex Palmer","Christopher Eccleston",1
"Alex Palmer","Cillian Murphy",1
"Alex Palmer","Naomie Harris",1
"Christopher Eccleston","Cillian Murphy",1
"Christopher Eccleston","Naomie Harris",1
"Cillian Murphy","Naomie Harris",1
"Aki Maeda","Takeshi Kitano",1
"Aki Maeda","Tarô Yamamoto",1
"Aki Maeda","Tatsuya Fujiwara",1
"Takeshi Kitano","Tarô Yamamoto",1
"Takeshi Kitano","Tatsuya Fujiwara",1
"Tarô Yamamoto","Tatsuya Fujiwara",1
"Anjelica Huston","Ben Stiller",1
"Anjelica Huston","Gene Hackman",1
"Anjelica Huston","Gwyneth Paltrow",1
"Ben Stiller","Gene Hackman",1
"Ben Stiller","Gwyneth Paltrow",1
"Gene Hackman","Gwyneth Paltrow",1
"Ana López Mercado","Daniel Giménez Cacho",1
"Ana López Mercado","Gael García Bernal",1
"Ana López Mercado","Maribel Verdú",1
"Daniel Giménez Cacho","Gael García Bernal",1
"Daniel Giménez Cacho","Maribel Verdú",1
"Gael García Bernal","Maribel Verdú",1
"Daniel Radcliffe","Maggie Smith",1
"Daniel Radcliffe","Richard Harris",1
"Maggie Smith","Richard Harris",1
"Maggie Smith","Rupert Grint",1
"Richard Harris","Rupert Grint",1
"Alakina Mann","Christopher Eccleston",1
"Alakina Mann","Fionnula Flanagan",1
"Alakina Mann","Nicole Kidman",1
"Christopher Eccleston","Fionnula Flanagan",1
"Christopher Eccleston","Nicole Kidman",1
"Fionnula Flanagan","Nicole Kidman",1
"Franka Potente","Johnny Depp",1
"Franka Potente","Penélope Cruz",1
"Franka Potente","Rachel Griffiths",1
"Johnny Depp","Penélope Cruz",1
"Johnny Depp","Rachel Griffiths",1
"Penélope Cruz","Rachel Griffiths",1
"Ed Harris","Joseph Fiennes",1
"Ed Harris","Jude Law",1
"Ed Harris","Rachel Weisz",1
"Joseph Fiennes","Jude Law",1
"Joseph Fiennes","Rachel Weisz",1
"Jude Law","Rachel Weisz",1
"Colin Farrell","Max von Sydow",1
"Colin Farrell","Samantha Morton",1
"Colin Farrell","Tom Cruise",1
"Max von Sydow","Samantha Morton",1
"Max von Sydow","Tom Cruise",1
"Samantha Morton","Tom Cruise",1
"Deborah Kara Unger","Denzel Washington",1
"Deborah Kara Unger","Liev Schreiber",1
"Deborah Kara Unger","Vicellous Shannon",1
"Denzel Washington","Liev Schreiber",1
"Denzel Washington","Vicellous Shannon",1
"Liev Schreiber","Vicellous Shannon",1
"Bill Sage","Christian Bale",1
"Bill Sage","Josh Lucas",1
"Bill Sage","Justin Theroux",1
"Christian Bale","Josh Lucas",1
"Christian Bale","Justin Theroux",1
"Josh Lucas","Justin Theroux",1
"Franka Potente","Herbert Knaup",1
"Franka Potente","Moritz Bleibtreu",1
"Franka Potente","Nina Petri",1
"Herbert Knaup","Moritz Bleibtreu",1
"Herbert Knaup","Nina Petri",1
"Moritz Bleibtreu","Nina Petri",1
"Jim Caviezel","Kirk Acevedo",1
"Jim Caviezel","Nick Nolte",1
"Jim Caviezel","Sean Penn",1
"Kirk Acevedo","Nick Nolte",1
"Kirk Acevedo","Sean Penn",1
"Nick Nolte","Sean Penn",1
"BD Wong","Barry Cook",1
"BD Wong","Eddie Murphy",1
"BD Wong","Ming-Na Wen",1
"Barry Cook","Eddie Murphy",1
"Barry Cook","Ming-Na Wen",1
"Eddie Murphy","Ming-Na Wen",1
"Benicio Del Toro","Johnny Depp",1
"Benicio Del Toro","Michael Lee Gogin",1
"Benicio Del Toro","Tobey Maguire",1
"Johnny Depp","Michael Lee Gogin",1
"Johnny Depp","Tobey Maguire",1
"Michael Lee Gogin","Tobey Maguire",1
"Arno Frisch","Frank Giering",1
"Arno Frisch","Susanne Lothar",1
"Arno Frisch","Ulrich Mühe",1
"Frank Giering","Susanne Lothar",1
"Frank Giering","Ulrich Mühe",1
"Susanne Lothar","Ulrich Mühe",1
"Jennifer Connelly","Kiefer Sutherland",1
"Jennifer Connelly","Rufus Sewell",1
"Jennifer Connelly","William Hurt",1
"Kiefer Sutherland","Rufus Sewell",1
"Kiefer Sutherland","William Hurt",1
"Rufus Sewell","William Hurt",1
"Brad Pitt","Jason Patric",1
"Brad Pitt","Kevin Bacon",1
"Brad Pitt","Robert De Niro",1
"Jason Patric","Kevin Bacon",1
"Jason Patric","Robert De Niro",1
"Kevin Bacon","Robert De Niro",1
"Bill Pullman","John Roselius",1
"Bill Pullman","Louis Eppolito",1
"Bill Pullman","Patricia Arquette",1
"John Roselius","Louis Eppolito",1
"John Roselius","Patricia Arquette",1
"Louis Eppolito","Patricia Arquette",1
"Emma Thompson","James Fleet",1
"Emma Thompson","Kate Winslet",1
"Emma Thompson","Tom Wilkinson",1
"James Fleet","Kate Winslet",1
"James Fleet","Tom Wilkinson",1
"Bruce Willis","Graham Greene",1
"Bruce Willis","Jeremy Irons",1
"Graham Greene","Jeremy Irons",1
"Graham Greene","Samuel L. Jackson",1
"Jeremy Irons","Samuel L. Jackson",1
"Crispin Glover","Gary Farmer",1
"Crispin Glover","Johnny Depp",1
"Crispin Glover","Lance Henriksen",1
"Gary Farmer","Johnny Depp",1
"Gary Farmer","Lance Henriksen",1
"Johnny Depp","Lance Henriksen",1
"Annie Corley","Clint Eastwood",1
"Annie Corley","Meryl Streep",1
"Annie Corley","Victor Slezak",1
"Clint Eastwood","Meryl Streep",1
"Clint Eastwood","Victor Slezak",1
"Meryl Streep","Victor Slezak",1
"Bill Paxton","Gary Sinise",1
"Bill Paxton","Kevin Bacon",1
"Bill Paxton","Tom Hanks",1
"Gary Sinise","Kevin Bacon",1
"Kevin Bacon","Tom Hanks",1
"Janusz Gajos","Jerzy Stuhr",1
"Janusz Gajos","Julie Delpy",1
"Janusz Gajos","Zbigniew Zamachowski",1
"Jerzy Stuhr","Julie Delpy",1
"Jerzy Stuhr","Zbigniew Zamachowski",1
"Barbara Hershey","Michael Douglas",1
"Barbara Hershey","Rachel Ticotin",1
"Barbara Hershey","Robert Duvall",1
"Michael Douglas","Rachel Ticotin",1
"Michael Douglas","Robert Duvall",1
"Rachel Ticotin","Robert Duvall",1
"Jason London","Matthew McConaughey",1
"Jason London","Rory Cochrane",1
"Jason London","Wiley Wiggins",1
"Matthew McConaughey","Rory Cochrane",1
"Matthew McConaughey","Wiley Wiggins",1
"Rory Cochrane","Wiley Wiggins",1
"Joe Pesci","Marisa Tomei",1
"Joe Pesci","Mitchell Whitfield",1
"Joe Pesci","Ralph Macchio",1
"Marisa Tomei","Mitchell Whitfield",1
"Marisa Tomei","Ralph Macchio",1
"Mitchell Whitfield","Ralph Macchio",1
"Mayumi Izuka","Miki Imai",1
"Mayumi Izuka","Toshirô Yanagiba",1
"Mayumi Izuka","Yoko Honna",1
"Miki Imai","Toshirô Yanagiba",1
"Miki Imai","Yoko Honna",1
"Toshirô Yanagiba","Yoko Honna",1
"Dominique Pinon","Jean-Pierre Jeunet",1
"Dominique Pinon","Marie-Laure Dougnac",1
"Dominique Pinon","Pascal Benezech",1
"Jean-Pierre Jeunet","Marie-Laure Dougnac",1
"Jean-Pierre Jeunet","Pascal Benezech",1
"Marie-Laure Dougnac","Pascal Benezech",1
"Daniel Stern","Joe Pesci",1
"Daniel Stern","John Heard",1
"Daniel Stern","Macaulay Culkin",1
"Joe Pesci","John Heard",1
"Joe Pesci","Macaulay Culkin",1
"John Heard","Macaulay Culkin",1
"Al Pacino","Andy Garcia",1
"Al Pacino","Talia Shire",1
"Andy Garcia","Diane Keaton",1
"Andy Garcia","Talia Shire",1
"Diane Keaton","Talia Shire",1
"Billy Crystal","Bruno Kirby",1
"Billy Crystal","Carrie Fisher",1
"Billy Crystal","Meg Ryan",1
"Bruno Kirby","Carrie Fisher",1
"Bruno Kirby","Meg Ryan",1
"Carrie Fisher","Meg Ryan",1
"Jodi Benson","John Musker",1
"Jodi Benson","Rene Auberjonois",1
"Jodi Benson","Samuel E. Wright",1
"John Musker","Rene Auberjonois",1
"John Musker","Samuel E. Wright",1
"Rene Auberjonois","Samuel E. Wright",1
"Leslie Nielsen","O.J. Simpson",1
"Leslie Nielsen","Priscilla Presley",1
"Leslie Nielsen","Ricardo Montalban",1
"O.J. Simpson","Priscilla Presley",1
"O.J. Simpson","Ricardo Montalban",1
"Priscilla Presley","Ricardo Montalban",1
"John Candy","Laila Robins",1
"John Candy","Michael McKean",1
"John Candy","Steve Martin",1
"Laila Robins","Michael McKean",1
"Laila Robins","Steve Martin",1
"Michael McKean","Steve Martin",1
"Danny Glover","Gary Busey",1
"Danny Glover","Mel Gibson",1
"Danny Glover","Mitchell Ryan",1
"Gary Busey","Mel Gibson",1
"Gary Busey","Mitchell Ryan",1
"Mel Gibson","Mitchell Ryan",1
"Dan Hedaya","Ethan Coen",1
"Dan Hedaya","Frances McDormand",1
"Dan Hedaya","John Getz",1
"Ethan Coen","John Getz",1
"Frances McDormand","John Getz",1
"Doug McKeon","Henry Fonda",1
"Doug McKeon","Jane Fonda",1
"Doug McKeon","Katharine Hepburn",1
"Henry Fonda","Jane Fonda",1
"Henry Fonda","Katharine Hepburn",1
"Jane Fonda","Katharine Hepburn",1
"Bruce Spence","Max Phipps",1
"Bruce Spence","Mel Gibson",1
"Bruce Spence","Michael Preston",1
"Max Phipps","Mel Gibson",1
"Max Phipps","Michael Preston",1
"Mel Gibson","Michael Preston",1
"Brian Tyler","Dorsey Wright",1
"Brian Tyler","James Remar",1
"Brian Tyler","Michael Beck",1
"Dorsey Wright","James Remar",1
"Dorsey Wright","Michael Beck",1
"James Remar","Michael Beck",1
"Frank Oz","Jerry Nelson",1
"Frank Oz","Jim Henson",1
"Frank Oz","Richard Hunt",1
"Jerry Nelson","Jim Henson",1
"Jerry Nelson","Richard Hunt",1
"Jim Henson","Richard Hunt",1
"Clint Eastwood","Jack Thibeau",1
"Clint Eastwood","Patrick McGoohan",1
"Clint Eastwood","Roberts Blossom",1
"Jack Thibeau","Patrick McGoohan",1
"Jack Thibeau","Roberts Blossom",1
"Patrick McGoohan","Roberts Blossom",1
"John Hubley","John Hurt",1
"John Hubley","Ralph Richardson",1
"John Hubley","Richard Briers",1
"John Hurt","Ralph Richardson",1
"John Hurt","Richard Briers",1
"Ralph Richardson","Richard Briers",1
"Bo Hopkins","Brad Davis",1
"Bo Hopkins","Irene Miracle",1
"Bo Hopkins","Paolo Bonacelli",1
"Brad Davis","Irene Miracle",1
"Brad Davis","Paolo Bonacelli",1
"Irene Miracle","Paolo Bonacelli",1
"François Truffaut","Melinda Dillon",1
"François Truffaut","Richard Dreyfuss",1
"François Truffaut","Teri Garr",1
"Melinda Dillon","Richard Dreyfuss",1
"Melinda Dillon","Teri Garr",1
"Richard Dreyfuss","Teri Garr",1
"Elliott Gould","Mark Rydell",1
"Elliott Gould","Nina van Pallandt",1
"Elliott Gould","Sterling Hayden",1
"Mark Rydell","Nina van Pallandt",1
"Mark Rydell","Sterling Hayden",1
"Nina van Pallandt","Sterling Hayden",1
"James Coburn","Maria Monti",1
"James Coburn","Rod Steiger",1
"James Coburn","Romolo Valli",1
"Maria Monti","Rod Steiger",1
"Maria Monti","Romolo Valli",1
"Rod Steiger","Romolo Valli",1
"Carroll O'Connor","Clint Eastwood",1
"Carroll O'Connor","Don Rickles",1
"Carroll O'Connor","Telly Savalas",1
"Clint Eastwood","Don Rickles",1
"Clint Eastwood","Telly Savalas",1
"Don Rickles","Telly Savalas",1
"Bruce Reitherman","Louis Prima",1
"Bruce Reitherman","Phil Harris",1
"Bruce Reitherman","Sebastian Cabot",1
"Louis Prima","Phil Harris",1
"Louis Prima","Sebastian Cabot",1
"Phil Harris","Sebastian Cabot",1
"David Hemmings","John Castle",1
"David Hemmings","Sarah Miles",1
"David Hemmings","Vanessa Redgrave",1
"John Castle","Sarah Miles",1
"John Castle","Vanessa Redgrave",1
"Sarah Miles","Vanessa Redgrave",1
"George Harrison","John Lennon",1
"George Harrison","Paul McCartney",1
"George Harrison","Ringo Starr",1
"John Lennon","Paul McCartney",1
